title,labels
Commit now commits regardless of wheter or not a file is staged for commit,['needs more info']
Set workbench editor tab placement to right,['*duplicate']
enable custom button in multiselect,['quick-pick']
Extra breakpoint and indenting in text area when setting breakpoint while running debugger,"['*duplicate', 'debug']"
vscode appears to lose git in scm when saving workspace,['needs more info']
Debug toolbar position resetting,"['bug', 'debug', 'verified']"
RPM package code-1.40.1-1573664332.el7.x86_64.rpm is reported as not signed,['*duplicate']
Not possible to define location of argv.json,['debt']
fix #84421 in release 1.40,['candidate']
Custom title: enable LCD rendering,"['debt', 'lcd-text-rendering', 'titlebar']"
Toggle Developer Tools doesn't work since 1.40,['needs more info']
Extension Host broken,"['bug', 'candidate', 'electron', 'electron-6.0.x-update', 'fixed-in-electron-7.x', 'upstream', 'verified']"
Reference sub-tasks in multi-root workspaces,"['feature-request', 'tasks']"
MInimize maximize window,['*duplicate']
WIndows bar,"['*duplicate', 'needs more info']"
Tab,['needs more info']
"If the task is already visible when the user clicks a status bar icon for it, then we should hide the panel","['feature-request', 'tasks']"
"""Task already running"" message should only show when you try to run a task is currently visible","['feature-request', 'tasks']"
Support parsing recursive dependsOn in compound task,"['feature-request', 'tasks']"
October 2019 Recovery Endgame 2,['endgame-plan']
Sequential tasks not terminated correctly,"['bug', 'tasks']"
"""Go to Symbol"" with the exact method name doesn't work as expected","['bug', 'outline', 'quick-pick', 'verified']"
Web: text colors look dimmed in firefox,"['firefox', 'needs more info', 'upstream', 'web']"
VS Code slow on large project ,"['freeze-slow-crash', 'needs more info']"
Duplicate using Shift + Alt not Working,"['bug', 'verified']"
Improve explorer compressed nodes behavior,['file-explorer']
Allow copy/paste to work in Release Notes,['needs more info']
Force outline update button or faster automatic update of outline,['*caused-by-extension']
when do update vs code not open,['needs more info']
actions.findWithSelection does not highlight search input,['editor-find']
 marked(): input parameter is undefined or null,"['bug', 'suggest']"
VS-Code wont install Jupyter or Jupyter Notebook - Get huge Red Text Error.,['*caused-by-extension']
Switching from another window to the VS Code will appear blank.,['*duplicate']
Japanese fallback font is changed on Windows,['needs more info']
Highlight Active Editor Borders,"['feature-request', 'themes']"
editorLineNumber.activeForeground not working,"['editor-rendering', 'polish']"
Adopt icon font in debug breakpoints and toolbar,['on-testplan']
"Modifying the ""files to include/exclude"" inputs changes focus to search input field","['bug', 'verified']"
Font becomes more bold,['needs more info']
Customize the contents of the display menu in TreeView if right click an item,"['*duplicate', 'explorer-custom']"
Find in selection icon is missing,"['bug', 'icons-product', 'verified']"
Typing in Indic Phonetic deletes characters automatically,['editor-ime']
"Make ""move line"" command to work contextually",['editor-autoindent']
git 私钥可以配置密码,['*duplicate']
Add option to restart VSCode,"['feature-request', 'workbench-electron']"
"Bug with maximizing window when ""Automatically hide the taskbar in desktop mode"" is ""on"" on Windows10",['*duplicate']
fontAliasing antialiased doesn't work for canvas terminal,['*duplicate']
"When pasting, formatting indents way to the right",['editor-autoindent']
Implement a policy-settings mechanism for approving/blocking extensions,"['extensions', 'feature-request']"
Word navigation in QuickOpen,"['feature-request', 'quick-pick']"
VSCode freezes/hangs/hitches when overlapping on Wayland,"['electron-6.0.x-update', 'fixed-in-electron-7.x', 'upstream']"
Vscode config tab size is turned back on and reset,"['editor-autoindent', 'polish']"
laggy terminal on high contrast color theme [1.40.1],['needs more info']
"Setting `""window.menuBarVisibility"": ""hidden""` causes the title bar to not respect zoom","['*as-designed', 'titlebar']"
Visual Studio Code not working,"['linux', 'needs more info']"
Enable breadcrumbs for unsaved files,"['breadcrumbs', 'feature-request']"
Linux Mint Guest OS crashes while using VSCode,"['electron-6.0.x-update', 'gpu', 'linux', 'upstream']"
make jupyter in vs code more comfortable ,['*caused-by-extension']
VS Code running slow on my machine,['needs more info']
Multiple setBreakpoints requests sent over DAP,"['bug', 'debug']"
"""Peek Call Hierarchy"" context menu not available while Peek is open",['*duplicate']
"""Help: Report Issue"" does not use issue templates for extensions","['feature-request', 'issue-reporter']"
Feature Request: Disable auto-expansion of paths in folders view when dragging,"['feature-request', 'file-explorer']"
Direct connection to ESP32 via REPL,"['*extension-candidate', 'feature-request']"
Quick pick with many items cuts off vertically on small screens,"['bug', 'quick-pick', 'verified']"
Make JavaScript comment blocks collapsible,"['*duplicate', 'javascript', 'upstream']"
Window Resize,['*duplicate']
"When I create a database and I save it, in some days it deletes by himself.",['needs more info']
[html] Unquoted HTML attributes are parsed/displayed incorrectly,"['bug', 'html', 'verified']"
Markdown preview no longer shows images with root relative path after update to 1.40.0,"['bug', 'markdown', 'verified', 'windows']"
Prettier,['*caused-by-extension']
Go to definition Peek sometimes hangs UI,"['editor-code-lens', 'freeze-slow-crash', 'perf']"
cannot open serial monitor or select serial port,['*caused-by-extension']
Intellisense not working with Jupyter notebook,['*caused-by-extension']
Cannot Open any File or Path in web vscode by run yarn web in docker,['*as-designed']
Unable to link work items to a commit,['*duplicate']
Keyboard Maestro's Activate Window Switcher could not work when update to 14.0,['*duplicate']
"List, Tree: Make sure sub-pixel antialiasing works across all lists and trees","['bug', 'lcd-text-rendering', 'list', 'verified']"
Explorer: show decoration for dirty files,"['feature-request', 'file-decorations', 'file-explorer']"
Unable to Save a file in different extension as well as to other Location,['needs more info']
Release notes panel is covering the output panel,['*duplicate']
I can't run VScode,['*duplicate']
Bad svg image in jupyter notebook,['*caused-by-extension']
No longer possible to resize VS.code windows below a certain minimum size,['*duplicate']
Editor window blanks out Randomly,"['needs more info', 'remote']"
fake issue close it,"['*caused-by-extension', '*out-of-scope']"
Collapsed explorer nodes only show up after expanding a folder,"['feature-request', 'file-explorer']"
Code Editor text rendering is using grayscale,"['bug', 'candidate', 'important', 'lcd-text-rendering', 'verified']"
"VS Code asks which remote to push to, despite there being only one.",['needs more info']
git spawn ENAMETOOLONG when adding/removing a large directory,"['bug', 'git', 'help wanted']"
Allow to use codicon in menu-contributions,"['api', 'api-finalization', 'api-proposal', 'feature-request', 'icons-product', 'menus']"
debug process fails (exits),['needs more info']
Window resizing stopped working via spectacle or by mouse,"['electron-6.0.x-update', 'mac', 'needs more info', 'titlebar']"
Touch bar mac disabled on focus file,"['candidate', 'electron', 'mac', 'upstream', 'upstream-issue-fixed', 'verified', 'workbench-touchbar']"
Downloadable TODO list or Project management system,['*extension-candidate']
Green area around code,"['electron-6.0.x-update', 'gpu', 'mac', 'upstream']"
TypeError: e.with is not a function,['*dev-question']
JavaScript IntelliSense and ECMAScript 5.1,"['*as-designed', 'javascript', 'snippets']"
Cannot debug my extension on this windows user profile anymore,"['needs more info', 'tasks']"
Azure Repos,['*caused-by-extension']
C# parameter hint not showing total overload count,"['bug', 'editor-parameter-hints', 'ux', 'verified']"
Git commit comment started with # doesn't work anymore (2019 october update),['*duplicate']
"""Format document"" in xml file would result to spaces missing ",['*caused-by-extension']
Make type filters for outline and breadcrumbs language specific,"['breadcrumbs', 'feature-request', 'help wanted', 'on-release-notes', 'outline', 'verification-needed', 'verified']"
Improve initial debug / run experience,"['debug', 'on-release-notes', 'on-testplan', 'under-discussion', 'ux']"
VSCode 1.40 fails to run in User Mode,['needs more info']
How to package npm modeules?,['*question']
Support for custom editors in the workbench,['plan-item']
Snippets not working in specific scope,['*as-designed']
How to get opend file in a tab using api,['*duplicate']
Cannot commit if message starts with a hash,['*duplicate']
path name in VS Code terminal was capitalized,['*question']
Cannot rename compressed folders in explorer,"['bug', 'file-explorer', 'verified']"
cannot install extensions,['extensions']
从后台再次打开vscode会出现界面空白异常,"['*duplicate', 'needs more info']"
Slow TypeScript intellisense in small project,"['needs more info', 'typescript']"
源代码管理器 git,['needs more info']
Can't Handle Mixed Display Resolutions Well (Windows 10),['*duplicate']
File  Deleted when i copy and paste file from vs code explorer,['*duplicate']
Added force-device-scale-factor to command line args,"['feature-request', 'workbench-cli']"
revert to 1.9.2,['needs more info']
“Visual Studio Code” can’t be opened because Apple cannot check it for malicious software.,['*duplicate']
Web: support all built in extensions in hosted version,"['feature-request', 'web']"
Finger imitation,"['editor-core', 'editor-scrollbar', 'feature-request']"
Error: ENOENT: no such file or directory,['*dev-question']
Paste long command line into PowerShell terminal ,['*caused-by-extension']
Support Named Pipe & Unix Domain Sockets as debug adapter entry point,"['api', 'debug', 'feature-request']"
Allow viewlets to migrate between panel and sidebar,['layout']
Source Control,"['bug', 'icons-product', 'scm']"
Explorer cannot show a file and dir with the same name but different capitalization,['*duplicate']
Unable to make smaller then 1200x1200,['*duplicate']
VSC won't download on IOS Catalina,['*duplicate']
VSC will not download,['*duplicate']
"After focusing on any input box in sidebar, default shortcut ""Ctrl+Shift+E"" does not work",['confirmation-pending']
"""..."" button spins when publishing a new branch in the Git side bar","['bug', 'icons-product', 'scm', 'verified']"
Reveal in Side Bar not working,"['*as-designed', 'file-explorer']"
Source control is not detecting SVN repository since update to 1.41.0,['*caused-by-extension']
Find in editor controls not keyboard accessible,"['editor-find', 'needs more info']"
Regression: JSDoc's markdown-syntax is not highlighting in editor,"['*extension-candidate', 'javascript', 'typescript']"
Inconsistent UI Languages,['needs more info']
Python interactive over scrolls,['*caused-by-extension']
JSDoc @template tag should render like @param tag in hints,"['bug', 'javascript', 'verified']"
Lua Regions/Collapsing of String Literals,['*extension-candidate']
Git Merge Resolve Dialog,"['feature-request', 'merge-conflict']"
Search does not exclude node_modules even after including in Search: Exclude,['needs more info']
[1.40] The TypeScript language service died 5 times right after it got started. The service will not be restarted,['needs more info']
SCSS should prompt @function,"['bug', 'css-less-scss', 'verified']"
download error,"['*duplicate', 'macos-catalina', 'needs more info']"
Offer option not to syntax-highlight JSDoc's @example snippet in IntelliSense,"['feature-request', 'javascript', 'typescript']"
A way to filter Themes and Icons from the Enabled extensions List,"['extensions', 'feature-request']"
Support programatically terminating a debug session,"['api', 'debug', 'feature-request']"
Newlines written to Pseudoterminal do not move cursor back to column 0,"['bug', 'integrated-terminal', 'verified']"
"Some emmet css abbreviations with "":n"" value don't work as expected","['emmet', 'feature-request', 'upstream']"
1.40.0 launches with a blank window but function works,['needs more info']
{# Breaks html auto format,['editor-autoindent']
Make it easier to identify FileType.Unknown.,"['api', 'feature-request', 'file-io']"
TS7016: Could not find a declaration file for module 'minimatch,"['*dev-question', 'needs more info']"
Allow multiple formatters to be specified in order for `editor.defaultFormatter`,['*as-designed']
Code actions on Save can't be configured correctly,['bug']
When debugging multiple targets the call stack panel has poor UX ,"['bug', 'debug', 'verified']"
"VSCode setup consultants, need professional help",['*question']
Support reading and writing language specific settings in the API,"['*duplicate', 'api', 'config']"
Tree: Compressed tree doesn't preserve traits properly,"['bug', 'file-explorer', 'tree', 'verified']"
Explorer: Improve compressed folder actions,"['feature-request', 'file-explorer', 'on-release-notes', 'on-testplan', 'tree', 'ux']"
Integrated terminal not showing up,"['*duplicate', 'needs more info']"
"Make ""always-on"" bracket highlighting optional","['editor-bracket-matching', 'feature-request', 'verification-needed', 'verified']"
Terrible Pined Window,['needs more info']
Lag when minimize and maximize VS Code,['*duplicate']
Preferences fails to show all language-specific settings,['*duplicate']
Weird strong cache for `require()` at extension runtime,"['debt', 'extensions']"
User snippets no longer take precedence,"['*caused-by-extension', 'needs more info']"
make extension exec shell.exec('git clone xxxxxxxxx') error,['*out-of-scope']
codicons force grayscale text rendering,"['bug', 'lcd-text-rendering', 'verified']"
Ctrl + Shift + E doesn't work on Ubuntu 19.10,['*duplicate']
Mark typescript class or function as deprecated with jsDoc,"['javascript', 'typescript', 'upstream']"
Code Trembling,['needs more info']
v1.40.0 Crashing on Startup (Windows 10),"['electron', 'electron-6.0.x-update', 'fixed-in-electron-7.x', 'freeze-slow-crash', 'upstream']"
Debug: Icon issues in call stack view,"['bug', 'debug', 'verified']"
Codeblocks in Markdown Preview don't use theme colors,"['*extension-candidate', 'markdown']"
Toggle Word wrap is not working.,['needs more info']
catch tree rerender errors,['candidate']
Tree: Provide a combined `updateChildren` and `rerender` call,"['debt', 'tree']"
sizable on mac,['*duplicate']
Line numbers render with grayscale AA,"['bug', 'lcd-text-rendering', 'verified']"
CLI does not support chrome flags anymore,"['bug', 'workbench-cli']"
Tricked by 'Find All Implementations',"['editor-symbols', 'under-discussion']"
"when i switch back to vscode windows, opend file fream display slow",['needs more info']
Provide a way to show the editor hover while debugging,"['debug', 'feature-request']"
MFA support for Azure Data Warehouse,['*out-of-scope']
Irratic Jumping Behaviour Of Cursor,['needs more info']
Loose cells in Jupyter Notebook,['*caused-by-extension']
Colors are still dimmed in 1.41,"['electron', 'electron-6.0.x-update', 'needs more info', 'upstream']"
How to programmatically update JSON validation file match in extension API?,['needs more info']
mouse map rebind support,"['*duplicate', 'feature-request']"
S.resolve (file:///C:/Users/Someone/AppData/Local/Programs/Microsoft VS Code/resources/app/out/vs/workbench/workbench.desktop.main.js:1555:706),['invalid']
Go to definition should highlight the new focus,"['editor-symbols', 'feature-request', 'on-release-notes', 'ux', 'verification-needed', 'verified']"
python.venvPath support more location,['*out-of-scope']
Performance and repeating characters,['needs more info']
more flexible files.exclude function,['*duplicate']
support import linux kernel config file,"['*extension-candidate', 'feature-request']"
module win32api unresolved import 'win32api'Python(unresolved-import),['*caused-by-extension']
Devtools for Webview activeFrame does not show Elements,['*question']
New asWebviewUri API breaks old existing behavior,"['*not-reproducible', 'webview']"
Source Control treelist does not preserve folding state,['*duplicate']
child_process results in ENOMEM error with empty options.env ,"['candidate', 'electron-6.0.x-update', 'nodejs', 'upstream-issue-fixed', 'verified']"
New window uses old theme,"['bug', 'themes', 'verified']"
Off-center placeholder in extension viewlet,['needs more info']
Bracket matching erroneously highlights irrelevant brackets in JSX,"['*duplicate', 'bug', 'editor-bracket-matching']"
breadcrumb menu doesn't work right,"['breadcrumbs', 'feature-request']"
breadcrumb menu doesn't need to start in disclosed state on go files,"['breadcrumbs', 'under-discussion']"
"Search results flicker on ""Find in Files""","['bug', 'verified']"
.tga image files don't load,"['bug', 'verified']"
reduce the min height,['candidate']
Cant download VSC to windows link not working ,['needs more info']
Updating language specific setting fails with exception.,"['bug', 'config', 'verified']"
vscode.workspace.fs.stat(): FileStat only has 1 second resolution.,['needs more info']
vscode.workspace.fs.stat(): wrong creation time.,"['bug', 'file-io', 'verified']"
"vscode.workspace.fs.stat(): sockets identified as ""regular"" files.","['bug', 'file-io', 'verified']"
The line highlight that appears where the cursor is located has unpredictable behavior when multiple cursors are created,"['bug', 'editor-rendering', 'verified']"
Set current search match line color,['feature-request']
Colour profile change between 1.39.2 and 1.41-insider,"['electron', 'electron-6.0.x-update', 'needs more info', 'upstream']"
Help test and implement the markdown custom editor preview,"['good first issue', 'help wanted', 'markdown']"
Add vscode.workspace.fs.mkdtemp().,"['api', 'feature-request', 'file-io']"
Add vscode.workspace.fs.mkdirp().,"['file-io', 'polish']"
Add vscode.workspace.fs.createWriteStream().,"['api', 'api-proposal', 'feature-request', 'file-io']"
Support stat() for symbolic links themselves.,['*duplicate']
Add vscode.workspace.fs.chmod().,['*duplicate']
Debug mode ,"['debug', 'needs more info']"
files won't open in explorer,['*question']
Maximize/Restore button bug,['*duplicate']
Make it easier for extension authors to follow our extension API workflow (from proposal through finalization),"['api', 'extensions-development', 'plan-item']"
Explore closer feedback loop with extension authors,"['extensions-development', 'plan-item']"
vscode.workspace.onDidCloseTextDocument takes about 3 minutes above to fire,"['*duplicate', 'api']"
Allow to configure a list of encoding-confidences to use when guessing,"['feature-request', 'file-guess-encoding']"
editor.action.showDefinitionPreviewHover hijacks cursor,['*as-designed']
CTL-H Window - Enter hotkey is showing twice,"['editor-find', 'polish']"
Search tree blinks too much,"['bug', 'search', 'verified']"
Can't Resize Window Vertically,['*duplicate']
Marketplace broken when proxy blocks the experiment service endpoint,"['bug', 'marketplace', 'verified']"
Support utf-8 encoding guessing ,"['feature-request', 'file-guess-encoding', 'verification-needed', 'verified']"
Update overflow ellipsis in panel,['candidate']
Find references: expanding an element for the first time selects it and all children,"['bug', 'editor-symbols', 'verified']"
the new update issue,['needs more info']
in Java programming opens twice times the same source file causing confusion,['*caused-by-extension']
Decorations: Missing all decorations from a provider,['file-decorations']
Suggestion: command to change theme,"['feature-request', 'themes']"
Provide hosted version of yarn web for issue validation,['plan-item']
Explorer: Can't select all and delete,"['bug', 'file-explorer', 'verified']"
word separators in terminal,"['bug', 'integrated-terminal', 'verified']"
Debug Console: Use openExternal() to open URIs in the click handler,"['bug', 'debug', 'debug-console', 'verified']"
TS doesn't exclude constructor declaration when being asked for,"['bug', 'javascript', 'typescript', 'upstream-issue-linked']"
Visual glitches in the last release 1.40.0 on Linux Mint ,['needs more info']
VS Online adds extra output before/after web requests,['upstream']
"Code result different between ""vscode"" and ""intellij idea""",['*caused-by-extension']
Commit message not committed when starting with a # character,['*duplicate']
VS Code Window hangs when trying to detatch from .Net Functions,['*caused-by-extension']
Right click will break VirtualBox with Ubuntu 18.04 LTS,['needs more info']
"VS Online proxy ""login page"" breaks requests to hosted APIs",['needs more info']
Vscode Cmake,['*question']
Finalize tree view title API,"['api', 'api-finalization']"
The commit button does not work when there is a # symbol in the description of the commit,['*duplicate']
"[Solved, and not a real issue] Snippet definition in php.json cannot show when typing, while other langs can!","['needs more info', 'snippets']"
 Support toml format in custom snippets' config,['*as-designed']
"Run task after ""watch"" task",['*duplicate']
self-hosted 不能在浏览器中打开链接,['*english-please']
Tests: some errors from extension tests,['debt']
Tests: lots of errors printed when running ipc tests,['engineering']
终端显示空白，不能输入。,['*english-please']
Window Title Bar Style = native does not respect dark theme settings,"['confirmed', 'electron', 'titlebar', 'windows']"
Terminal dosen't work 50% of the time after latest update,['*duplicate']
Vscode ,['*english-please']
Swich Chinese and English input mode inflict IDE can't work correctly,"['editor-ime', 'upstream']"
Cannot open VSCode snap package after October 2019 update!,"['linux', 'needs more info', 'snap']"
Very slow with 1.40 update,['*duplicate']
WebviewPanel Webview postMessage doesn't post a message,['*dev-question']
编辑器过一段时间就会出现格式或无效和eslint无效,['*english-please']
Add symbol kind or symbol tag to express that some is local to a function ,"['editor-symbols', 'feature-request']"
Pressing the key `TAB` can't insert '\t' in editor,['*question']
打开500多MB的二进制文件，vscode会崩溃,['*english-please']
Allow Extensions to use native modules shipped with vscode,['*dev-question']
Syntax Highlighting failing on Annotations in python function defination,['needs more info']
Unable to add new keybindings - “value is not accepted” ,"['bug', 'candidate', 'keybindings-editor', 'verified']"
Some dates in front matter (yaml) are not being marked as timestamps,"['grammar', 'upstream-issue-linked']"
The integrated terminal `zsh` doesn't take effect of new changes.,['*question']
"Add ""Add Config (user settings)..."" option in  Debug view dropdown","['debug', 'feature-request']"
Terminal font height incorrect since last update,"['confirmed', 'electron', 'electron-6.0.x-update', 'gpu', 'integrated-terminal', 'upstream', 'upstream-issue-linked']"
Settings sync for settings GUI,"['config', 'feature-request', 'settings-editor', 'settings-sync']"
Trusted domains not working?,['*duplicate']
Version 1.40 does not start anymore on Win 7 SP 1 with NET 4.5.2 installed,"['electron', 'electron-6.0.x-update', 'freeze-slow-crash', 'upstream']"
Python Interactive display bug,['*caused-by-extension']
Slow scrolling,['*duplicate']
Invalid Grid State when using setEditorLayout with groups of unequal length,"['bug', 'verified', 'workbench-editor-grid']"
Emojis not displayed correctly in the editor windows,['needs more info']
Second debugging sessions fails and bleeds env var from shell,['*caused-by-extension']
macOS: File > Open no longer adds files to recently opened,"['bug', 'candidate', 'help wanted', 'important', 'regression', 'verified', 'workbench-history']"
Add Support for Data Visualizers in Debugger,"['debug', 'feature-request']"
Panel overflow icon no longer shows,"['*duplicate', 'bug', 'icons-product', 'regression']"
Visual studio code frequently crashes since Catalina OS release,"['freeze-slow-crash', 'needs more info']"
vscode.workspace.fs.readFile fails to open file via absolute path,['*dev-question']
Becomes unresponsive,['*caused-by-extension']
Fix #83940,"['install-update', 'windows']"
Suggestion and Go to definition not working,['needs more info']
GitBashのコミットメッセージで日本語入力時にフリーズ,['*english-please']
Window Restore Button not working,['*duplicate']
what hightlight bug this is?,"['grammar', 'upstream-issue-linked']"
Links open an empty chrome browser,['linux']
"""code ."" command isnt working after October update in Vscode.","['linux', 'needs more info']"
Image preview: can no longer scroll with mouse wheel,"['bug', 'verified']"
建议vscoder改进功能,['*english-please']
build fails,"['*question', 'needs more info']"
CSS and JS embedded inside HTML documents no longer has colorized syntax,"['bug', 'tokenization', 'verification-needed', 'verified']"
Error when starting code from within WSL,['needs more info']
Shift + Shift Global Search like in IntelliJ,"['feature-request', 'keybindings']"
Window min height,['*duplicate']
Visual bug after resizing interactive Python shell,['*caused-by-extension']
CSS: Terminal has a mistake when to see Extension detail.,['*duplicate']
Monaco: improperly initializing embedded modes object,"['bug', 'verified']"
Visual Code crashed firefox on running live server,"['*caused-by-extension', 'needs more info']"
Hope vscode provide account login function,['*duplicate']
Separate sections for installed Features and Themes in default view of Extensions sidebar,"['extensions', 'feature-request']"
Live Share login issue with browser callback,['*caused-by-extension']
The 'Additional Views' overflow action only shows up on hover,"['bug', 'candidate', 'icons-product', 'regression', 'verified']"
[web] Folder selector not working as intended on Firefox,['*duplicate']
Python extension - outline view - differentiate between imports and objects declared within module itself,['*caused-by-extension']
Terminal scrolled to top unexpectedly immediately after opening,"['bug', 'help wanted', 'integrated-terminal']"
Reloading UI,"['*duplicate', 'electron', 'electron-6.0.x-update', 'titlebar', 'upstream']"
property focus on tasks configuration not working,['*as-designed']
Low latency canvas w/Electron 6,['needs more info']
Doesn't highlight active editor line number,['*question']
快捷键无法使用,['*duplicate']
快捷键无法使用,['*duplicate']
快捷键无法使用,['*duplicate']
快捷键无法使用,['*duplicate']
快捷键无法使用,['*duplicate']
快捷键无法使用,['*duplicate']
快捷键无法使用,['*english-please']
Highlight file on active editor change shouldn't scroll explorer to the file (only highlight it),"['*duplicate', 'file-explorer']"
Zen mode toggle in full screen - window restored goes over the screen,['*duplicate']
explorer.confirmDelete: false - does not work with right click-delete in file explorer,"['feature-request', 'file-explorer']"
[Outline] Differentiate JS function vars from other vars,"['javascript', 'typescript', 'upstream']"
Text are bolder that it should be using M+ 1mn,['*duplicate']
F2 stopped working properly after recent update,"['javascript', 'needs more info']"
`workbench.action.openSettings` doesn't work when settings editor is json,"['bug', 'settings-editor', 'verified']"
Code text appearing foggy/blurry,['*duplicate']
Activity Bar UI Quirks,"['bug', 'icons-product', 'polish', 'ux', 'verified']"
Outline tree flashing at every character written,"['bug', 'candidate', 'outline', 'verified']"
Api request: Add `kind` to TextEditorVisibleRangesChangeEvent,"['api', 'editor', 'feature-request']"
Maximized VSCode window obstructs autohiding Start menu,['*duplicate']
Support opening file in background tab via TextDocumentShowOptions,"['api', 'feature-request', 'workbench-editors']"
Display problems for non existance file,['*caused-by-extension']
Git commit message cannot be prefixed with hashtag,['*duplicate']
1.40.0 has rendering lag and flickers when minimize/maximize window with custom title,"['candidate', 'confirmed', 'electron', 'electron-6.0.x-update', 'freeze-slow-crash', 'titlebar', 'upstream', 'verified']"
Windows taskbar does not auto reveal when VSCode is maximized and taskbar configured to auto-hide,"['*duplicate', 'confirmed', 'electron', 'electron-6.0.x-update', 'upstream']"
Extensions UI renders over the Problems UI,['*duplicate']
Toggle Developer Tools doesn't work any more,"['*not-reproducible', 'needs more info']"
"yarn web, can't found vs/loader.js",['needs more info']
Option to disable Unicode point count in the Col section of status bar,['*extension-candidate']
Add all missing imports inserts blank lines between imports,"['javascript', 'typescript', 'upstream-issue-linked']"
Xamarin Workload Extension for VS Code,['*extension-candidate']
Provide login support for settings sync,['feature-request']
Search widget at the top is the reason NOT to use VsCode for me,"['editor-find', 'feature-request']"
Some transitions in WebView are fired on opening,"['upstream', 'webview']"
1.40 Front rendering has changed,['*duplicate']
Version 1.40.0 too slow to use,"['freeze-slow-crash', 'needs more info']"
"window.showOpenDialog throws ""TypeError: Default path must be a string"" with defaultUri = null","['bug', 'dialogs', 'verified']"
Unable to start recent versions of VSCode,['needs more info']
[BUG] Marketplace extension page goes over title bar,['*duplicate']
Double-click to select text does not always work,"['*duplicate', 'editor-input', 'mac']"
newest update has unexpected behavior,['needs more info']
ActivityBar settings not available,['*duplicate']
activityBar.activeBorder and activityBar.activeBackground is not recognized,['*question']
Dragging the window border to resize the window randomly fails,"['bug', 'layout', 'verified']"
Start up takes pretty long,['needs more info']
"Window freeze every day for me, and have to wait till re-open",['needs more info']
Sluggish performance while typing in editor,"['bug', 'editor-bracket-matching', 'verified']"
Cannot type ~ character in terminal due to allow chords feature,['needs more info']
Blurry faded text in editor after latest update.,['*duplicate']
Identify design inconsistencies with UI + JSON expriences,"['debt', 'ux']"
Changing default shell breaks terminal if shellArgs script used.,['*duplicate']
Accessibility: Dropdown lists don't announce the correct ordering when using Narrator,"['accessibility', 'needs more info', 'quick-pick']"
Terminal open/cd failure when path contains '[' and ']',['*as-designed']
"Control behavior of ""Next"" operations (to not always cycle back to beginning)","['diff-editor', 'editor-find', 'feature-request']"
Enable extension according to file type,['*question']
You guys better remove this minimum fixed width it is getting in my progress when working with my projects. :(,['needs more info']
"""Configure Trusted Domains"" strange behaviour","['bug', 'verified', 'workbench-link']"
Investigate a more organic integration between GitLens with the core SCM,"['git', 'plan-item']"
cursor disappearing,"['bug', 'integrated-terminal', 'upstream', 'upstream-issue-linked', 'verified']"
Updater fails with unhelpful message,['needs more info']
Explore adding support for a file history (or file timeline) view,"['api', 'api-proposal', 'explorer-custom', 'plan-item', 'scm']"
Data breakpoints break Exception breakpoints,"['bug', 'debug', 'verified']"
Notebook implementations analysis and exploration,['feature-request']
Mac OSX Three finger dictionary,"['editor-input', 'feature-request', 'mac']"
'import sitecustomize' failed; use -v for traceback,['needs more info']
"Make ""editor.codeActionsOnSave"" a resource setting","['bug', 'verified']"
MAC java plugin error,['*caused-by-extension']
Error installing intellisense,['*caused-by-extension']
"Cursor is not visible, lines have become un-selectable, terminal invisible, etc.",['needs more info']
Nano on terminal not showing cursor,"['*duplicate', 'needs more info']"
Seeing random text output in integration tests,"['debt', 'engineering']"
Automatic Scrolling Icon Not Intuitive,['icons-product']
Incorrect bracket highlighting in JSX/TSX files,"['bug', 'editor-bracket-matching', 'verified']"
"Dimmed / desaturated colors issue on latest Stable build (macOs, regression)",['*duplicate']
Shortcuts with missing when conditions in 1.40,['*as-designed']
Typescript task provider slow,"['bug', 'typescript', 'verified']"
Add cursor at any position without needing spaces,['*duplicate']
Activity bar : Explorer tab active border has wried behaviour when no folder (or workspace ?) opened,['*duplicate']
Git: Support ignoring comments out of a restored commit template file,"['feature-request', 'git']"
Fixes #84201,['git']
"Cannot commit when commit message starts with ""#IssueNumber ...""",['*duplicate']
"Add ""x"" to remove a file from recently opened (quick pick)","['feature-request', 'quick-pick']"
Folder names lost in multifolder workspace,['*duplicate']
window.activeBorder should not show the border when application is maximized,"['bug', 'themes', 'verification-needed', 'verified', 'workbench-window']"
Different thickness of icons in the sidebar (Win vs Ubutnu & Mac),['*duplicate']
Cannot open external links.,['needs more info']
Cyrillic symbols are rendered too bold in Minimap,"['bug', 'editor-minimap', 'verified']"
Git commit does not work when message begins with hashtag (#) in 1.40,['*duplicate']
Help - display on examples,['*caused-by-extension']
High Contrast Issue in 1.40 [macOS],['*duplicate']
Make the filename sticky in search results across multiple files,['*duplicate']
[json] make result limit configurable,"['feature-request', 'json', 'verification-needed', 'verified']"
Allow individual status bar messages to clip instead of hide,"['feature-request', 'help wanted', 'workbench-status']"
"October update reverted back to ""dull colors""","['*duplicate', 'font-rendering']"
The list.collapseAll keybinding stopped working after 1.40 version,"['bug', 'file-explorer', 'tree', 'verified']"
Extension debug: cannot set breakpoint at location,"['debug', 'extensions-development']"
Search is broken,"['*duplicate', 'search']"
Feature: Extensible Terminal on mouse click or mouse over,"['feature-request', 'layout']"
the bugs for vscode_1.40,['*caused-by-extension']
Find in files crashes when launched in Insiders build,"['*duplicate', 'bug']"
