textid: 0   predict_label: ['bug', 'needs-more-info', '*caused-by-extension', 'debug', '*duplicate']
textid: 554   predict_label: ['needs-more-info', '*duplicate', 'bug', '*caused-by-extension', 'feature-request']

textid: 555   predict_label: ['bug', 'needs-more-info', 'feature-request', '*duplicate', '*caused-by-extension']

textid: 556   predict_label: ['bug', '*duplicate', 'needs-more-info', 'feature-request', '*caused-by-extension']

textid: 557   predict_label: ['bug', 'needs-more-info', '*duplicate', 'feature-request', '*as-designed']

textid: 558   predict_label: ['*duplicate', 'bug', 'needs-more-info', 'feature-request', '*caused-by-extension']

textid: 559   predict_label: ['bug', 'feature-request', 'needs-more-info', '*caused-by-extension', '*duplicate']

textid: 560   predict_label: ['*duplicate', 'bug', 'needs-more-info', '*caused-by-extension', 'feature-request']

textid: 561   predict_label: ['bug', '*duplicate', 'needs-more-info', 'debug', '*caused-by-extension']

textid: 562   predict_label: ['needs-more-info', 'bug', '*caused-by-extension', '*duplicate', '*question']

textid: 563   predict_label: ['bug', '*duplicate', 'needs-more-info', 'feature-request', '*caused-by-extension']

textid: 564   predict_label: ['*duplicate', 'needs-more-info', 'bug', 'feature-request', '*caused-by-extension']

textid: 565   predict_label: ['bug', 'feature-request', '*duplicate', 'needs-more-info', 'debug']

textid: 566   predict_label: ['bug', '*duplicate', 'needs-more-info', '*caused-by-extension', 'feature-request']

textid: 567   predict_label: ['needs-more-info', 'bug', '*duplicate', '*caused-by-extension', 'feature-request']

textid: 568   predict_label: ['bug', '*duplicate', 'needs-more-info', 'feature-request', '*caused-by-extension']

textid: 569   predict_label: ['bug', 'needs-more-info', '*caused-by-extension', '*question', '*duplicate']

textid: 570   predict_label: ['bug', '*duplicate', 'needs-more-info', 'feature-request', '*extension-candidate']

textid: 571   predict_label: ['bug', '*duplicate', '*caused-by-extension', 'needs-more-info', '*question']

textid: 572   predict_label: ['bug', 'needs-more-info', '*duplicate', '*caused-by-extension', '*as-designed']

textid: 573   predict_label: ['bug', 'needs-more-info', '*duplicate', '*caused-by-extension', 'feature-request']

textid: 574   predict_label: ['bug', '*duplicate', 'needs-more-info', '*caused-by-extension', 'feature-request']

textid: 575   predict_label: ['bug', 'feature-request', '*duplicate', '*question', '*caused-by-extension']

textid: 576   predict_label: ['bug', '*duplicate', 'needs-more-info', '*caused-by-extension', '*question']

textid: 577   predict_label: ['needs-more-info', '*duplicate', 'bug', '*caused-by-extension', 'feature-request']

textid: 578   predict_label: ['bug', '*duplicate', 'needs-more-info', 'feature-request', '*caused-by-extension']

textid: 579   predict_label: ['bug', 'needs-more-info', '*duplicate', '*caused-by-extension', '*question']

textid: 580   predict_label: ['*duplicate', '*caused-by-extension', 'needs-more-info', 'bug', 'feature-request']

textid: 581   predict_label: ['bug', '*duplicate', 'needs-more-info', '*caused-by-extension', '*question']

textid: 582   predict_label: ['bug', 'debug', 'needs-more-info', '*duplicate', '*caused-by-extension']

textid: 583   predict_label: ['bug', 'needs-more-info', '*duplicate', '*caused-by-extension', 'feature-request']

textid: 584   predict_label: ['*caused-by-extension', 'bug', 'needs-more-info', '*duplicate', '*question']

textid: 585   predict_label: ['*duplicate', 'bug', 'needs-more-info', 'feature-request', '*caused-by-extension']

textid: 586   predict_label: ['*duplicate', 'bug', '*caused-by-extension', 'needs-more-info', 'feature-request']

textid: 587   predict_label: ['*duplicate', 'bug', '*caused-by-extension', 'needs-more-info', 'debug']

textid: 588   predict_label: ['bug', 'needs-more-info', '*duplicate', 'feature-request', '*as-designed']

textid: 589   predict_label: ['bug', 'needs-more-info', '*duplicate', 'feature-request', '*caused-by-extension']

textid: 590   predict_label: ['needs-more-info', 'bug', '*caused-by-extension', '*duplicate', 'feature-request']

textid: 591   predict_label: ['bug', '*duplicate', 'needs-more-info', 'feature-request', '*as-designed']

textid: 592   predict_label: ['bug', '*duplicate', 'needs-more-info', 'feature-request', '*caused-by-extension']

textid: 593   predict_label: ['*duplicate', 'bug', 'needs-more-info', 'feature-request', '*as-designed']

textid: 594   predict_label: ['bug', 'feature-request', '*duplicate', '*caused-by-extension', 'needs-more-info']

textid: 595   predict_label: ['bug', '*duplicate', 'needs-more-info', '*caused-by-extension', '*as-designed']

textid: 596   predict_label: ['needs-more-info', '*duplicate', 'bug', '*caused-by-extension', 'feature-request']

textid: 597   predict_label: ['bug', '*duplicate', 'debug', 'needs-more-info', '*caused-by-extension']

textid: 598   predict_label: ['bug', '*duplicate', 'needs-more-info', '*caused-by-extension', 'feature-request']

textid: 599   predict_label: ['bug', '*duplicate', 'needs-more-info', 'feature-request', '*caused-by-extension']

textid: 600   predict_label: ['*duplicate', 'bug', '*caused-by-extension', 'needs-more-info', 'debug']

textid: 601   predict_label: ['*duplicate', 'bug', 'needs-more-info', 'feature-request', '*caused-by-extension']

textid: 602   predict_label: ['bug', 'needs-more-info', '*caused-by-extension', '*duplicate', 'debug']

textid: 603   predict_label: ['bug', '*duplicate', 'needs-more-info', '*caused-by-extension', 'feature-request']

textid: 604   predict_label: ['bug', 'needs-more-info', '*duplicate', 'feature-request', '*caused-by-extension']

textid: 605   predict_label: ['bug', 'needs-more-info', '*caused-by-extension', '*duplicate', 'feature-request']

textid: 606   predict_label: ['bug', 'needs-more-info', '*duplicate', '*caused-by-extension', '*as-designed']

textid: 607   predict_label: ['*duplicate', 'bug', 'needs-more-info', '*caused-by-extension', 'debug']

textid: 608   predict_label: ['bug', 'needs-more-info', '*duplicate', 'feature-request', '*caused-by-extension']

textid: 609   predict_label: ['bug', 'needs-more-info', '*duplicate', 'feature-request', '*caused-by-extension']

textid: 610   predict_label: ['bug', '*duplicate', '*caused-by-extension', 'debug', '*question']

textid: 611   predict_label: ['bug', 'feature-request', '*duplicate', 'needs-more-info', '*caused-by-extension']

textid: 612   predict_label: ['*duplicate', 'bug', 'needs-more-info', '*caused-by-extension', 'feature-request']

textid: 613   predict_label: ['needs-more-info', '*duplicate', 'bug', '*caused-by-extension', 'feature-request']

textid: 614   predict_label: ['*duplicate', 'bug', 'needs-more-info', '*caused-by-extension', '*question']

textid: 615   predict_label: ['bug', '*duplicate', 'needs-more-info', '*caused-by-extension', '*question']

textid: 616   predict_label: ['bug', '*duplicate', 'needs-more-info', '*caused-by-extension', 'feature-request']

textid: 617   predict_label: ['bug', '*duplicate', 'feature-request', 'needs-more-info', '*caused-by-extension']

textid: 618   predict_label: ['bug', '*duplicate', 'needs-more-info', '*caused-by-extension', 'feature-request']

textid: 619   predict_label: ['feature-request', 'bug', '*duplicate', 'needs-more-info', '*caused-by-extension']

textid: 620   predict_label: ['bug', '*duplicate', 'feature-request', 'needs-more-info', '*caused-by-extension']

textid: 621   predict_label: ['bug', 'needs-more-info', '*duplicate', 'feature-request', '*as-designed']

textid: 622   predict_label: ['bug', '*duplicate', 'needs-more-info', 'feature-request', '*question']

textid: 623   predict_label: ['bug', '*duplicate', 'needs-more-info', '*caused-by-extension', 'feature-request']

textid: 624   predict_label: ['*duplicate', 'needs-more-info', 'bug', '*caused-by-extension', '*question']

textid: 625   predict_label: ['bug', '*duplicate', 'needs-more-info', '*caused-by-extension', 'debug']

textid: 626   predict_label: ['*caused-by-extension', 'needs-more-info', '*duplicate', 'bug', 'debug']

textid: 627   predict_label: ['bug', 'needs-more-info', '*duplicate', 'feature-request', 'api']

textid: 628   predict_label: ['bug', 'needs-more-info', '*duplicate', '*caused-by-extension', 'feature-request']

textid: 629   predict_label: ['bug', '*duplicate', 'feature-request', 'needs-more-info', '*caused-by-extension']

textid: 630   predict_label: ['bug', 'feature-request', 'needs-more-info', '*duplicate', '*caused-by-extension']

textid: 631   predict_label: ['*duplicate', 'bug', 'needs-more-info', 'feature-request', '*caused-by-extension']

textid: 632   predict_label: ['bug', '*duplicate', 'needs-more-info', 'feature-request', '*caused-by-extension']

textid: 633   predict_label: ['*duplicate', 'bug', 'needs-more-info', 'feature-request', '*caused-by-extension']

textid: 634   predict_label: ['*duplicate', 'bug', 'feature-request', 'needs-more-info', '*caused-by-extension']

textid: 635   predict_label: ['bug', '*duplicate', 'needs-more-info', '*caused-by-extension', 'feature-request']

textid: 636   predict_label: ['bug', '*duplicate', 'feature-request', 'needs-more-info', '*as-designed']

textid: 637   predict_label: ['bug', '*duplicate', 'needs-more-info', '*caused-by-extension', '*as-designed']

textid: 638   predict_label: ['bug', '*duplicate', 'needs-more-info', 'feature-request', '*caused-by-extension']

textid: 639   predict_label: ['bug', 'needs-more-info', '*caused-by-extension', '*duplicate', 'feature-request']

textid: 640   predict_label: ['needs-more-info', 'bug', '*duplicate', 'feature-request', '*caused-by-extension']

textid: 641   predict_label: ['bug', '*duplicate', 'needs-more-info', '*caused-by-extension', 'feature-request']

textid: 642   predict_label: ['bug', '*duplicate', 'needs-more-info', '*caused-by-extension', 'feature-request']

textid: 643   predict_label: ['bug', 'needs-more-info', '*caused-by-extension', '*question', '*duplicate']

textid: 644   predict_label: ['bug', '*duplicate', 'needs-more-info', 'feature-request', '*as-designed']

textid: 645   predict_label: ['*duplicate', 'bug', 'needs-more-info', 'feature-request', '*caused-by-extension']

textid: 646   predict_label: ['*duplicate', 'bug', 'feature-request', 'needs-more-info', '*caused-by-extension']

textid: 647   predict_label: ['*duplicate', 'bug', 'needs-more-info', '*caused-by-extension', 'feature-request']

textid: 648   predict_label: ['needs-more-info', 'bug', '*caused-by-extension', '*duplicate', 'feature-request']

textid: 649   predict_label: ['bug', '*duplicate', 'feature-request', 'needs-more-info', 'debug']

textid: 650   predict_label: ['bug', 'needs-more-info', '*duplicate', '*caused-by-extension', '*question']

textid: 651   predict_label: ['*caused-by-extension', 'bug', '*duplicate', 'needs-more-info', 'feature-request']

textid: 652   predict_label: ['*duplicate', 'bug', 'needs-more-info', '*caused-by-extension', 'feature-request']

textid: 653   predict_label: ['bug', '*duplicate', 'needs-more-info', 'feature-request', '*question']

textid: 654   predict_label: ['bug', '*caused-by-extension', 'needs-more-info', 'feature-request', '*duplicate']

textid: 655   predict_label: ['*duplicate', 'needs-more-info', 'bug', '*caused-by-extension', '*question']

textid: 656   predict_label: ['needs-more-info', 'bug', '*duplicate', '*caused-by-extension', '*as-designed']

textid: 657   predict_label: ['bug', '*duplicate', 'needs-more-info', '*caused-by-extension', 'feature-request']

textid: 658   predict_label: ['*duplicate', 'feature-request', 'bug', 'needs-more-info', 'debug']

textid: 659   predict_label: ['bug', '*duplicate', 'debug', 'needs-more-info', '*caused-by-extension']

textid: 660   predict_label: ['feature-request', '*duplicate', 'debug', 'needs-more-info', 'bug']

textid: 661   predict_label: ['bug', '*duplicate', 'feature-request', 'needs-more-info', '*caused-by-extension']

textid: 662   predict_label: ['*duplicate', 'bug', '*caused-by-extension', 'needs-more-info', '*question']

textid: 663   predict_label: ['bug', '*duplicate', 'needs-more-info', '*caused-by-extension', 'feature-request']

textid: 664   predict_label: ['bug', 'debug', 'needs-more-info', '*duplicate', '*caused-by-extension']

textid: 665   predict_label: ['needs-more-info', 'bug', '*duplicate', '*caused-by-extension', 'debug']

textid: 666   predict_label: ['*duplicate', '*caused-by-extension', 'needs-more-info', 'bug', 'feature-request']

textid: 667   predict_label: ['bug', '*duplicate', 'feature-request', 'needs-more-info', '*caused-by-extension']

textid: 668   predict_label: ['needs-more-info', '*duplicate', 'bug', '*caused-by-extension', '*question']

textid: 669   predict_label: ['needs-more-info', 'bug', 'feature-request', '*duplicate', '*caused-by-extension']

textid: 670   predict_label: ['bug', '*duplicate', 'needs-more-info', 'debug', '*caused-by-extension']

textid: 671   predict_label: ['bug', '*duplicate', 'needs-more-info', 'debug', '*caused-by-extension']

textid: 672   predict_label: ['needs-more-info', '*duplicate', 'bug', '*caused-by-extension', 'debug']

textid: 673   predict_label: ['bug', '*duplicate', 'needs-more-info', '*caused-by-extension', 'debug']

textid: 674   predict_label: ['*duplicate', 'feature-request', 'bug', 'needs-more-info', 'debug']

textid: 675   predict_label: ['*duplicate', 'bug', 'feature-request', 'needs-more-info', '*caused-by-extension']

textid: 676   predict_label: ['needs-more-info', '*caused-by-extension', '*duplicate', 'bug', '*question']

textid: 677   predict_label: ['feature-request', '*duplicate', 'needs-more-info', '*caused-by-extension', 'bug']

textid: 678   predict_label: ['*duplicate', 'bug', '*caused-by-extension', 'needs-more-info', 'debug']

textid: 679   predict_label: ['bug', '*duplicate', 'needs-more-info', '*caused-by-extension', '*question']

textid: 680   predict_label: ['bug', '*duplicate', 'needs-more-info', '*caused-by-extension', 'feature-request']

textid: 681   predict_label: ['*duplicate', 'bug', 'debug', '*caused-by-extension', 'feature-request']

textid: 682   predict_label: ['bug', '*duplicate', '*caused-by-extension', 'needs-more-info', 'debug']

textid: 683   predict_label: ['bug', '*duplicate', 'needs-more-info', '*caused-by-extension', 'debug']

textid: 684   predict_label: ['bug', '*duplicate', 'needs-more-info', 'feature-request', '*caused-by-extension']

textid: 685   predict_label: ['bug', 'needs-more-info', '*duplicate', 'feature-request', '*caused-by-extension']

textid: 686   predict_label: ['bug', 'needs-more-info', '*duplicate', 'feature-request', '*caused-by-extension']

textid: 687   predict_label: ['bug', '*duplicate', 'needs-more-info', '*caused-by-extension', 'feature-request']

textid: 688   predict_label: ['bug', '*duplicate', 'needs-more-info', '*caused-by-extension', 'feature-request']

textid: 689   predict_label: ['needs-more-info', 'bug', '*question', '*duplicate', 'feature-request']

textid: 690   predict_label: ['*duplicate', 'bug', 'needs-more-info', '*caused-by-extension', 'feature-request']

textid: 691   predict_label: ['bug', '*duplicate', 'feature-request', '*caused-by-extension', 'needs-more-info']

textid: 692   predict_label: ['bug', 'needs-more-info', '*duplicate', '*caused-by-extension', '*question']

textid: 693   predict_label: ['needs-more-info', 'bug', '*duplicate', '*caused-by-extension', '*question']

textid: 694   predict_label: ['needs-more-info', '*duplicate', 'bug', '*caused-by-extension', 'feature-request']

textid: 695   predict_label: ['*duplicate', 'bug', 'needs-more-info', '*caused-by-extension', 'feature-request']

textid: 696   predict_label: ['*duplicate', 'feature-request', 'bug', '*caused-by-extension', 'needs-more-info']

textid: 697   predict_label: ['bug', '*duplicate', 'needs-more-info', 'feature-request', '*caused-by-extension']

textid: 698   predict_label: ['bug', '*duplicate', 'feature-request', 'needs-more-info', '*caused-by-extension']

textid: 699   predict_label: ['needs-more-info', '*duplicate', 'bug', 'feature-request', '*caused-by-extension']

textid: 700   predict_label: ['*duplicate', 'needs-more-info', 'bug', 'feature-request', '*caused-by-extension']

textid: 701   predict_label: ['bug', '*duplicate', 'needs-more-info', 'feature-request', '*caused-by-extension']

textid: 702   predict_label: ['*duplicate', 'bug', 'feature-request', 'needs-more-info', '*caused-by-extension']

textid: 703   predict_label: ['*duplicate', 'bug', 'feature-request', 'needs-more-info', '*as-designed']

textid: 704   predict_label: ['*duplicate', 'bug', 'needs-more-info', 'feature-request', '*caused-by-extension']

textid: 705   predict_label: ['*duplicate', 'bug', 'needs-more-info', 'feature-request', '*question']

textid: 706   predict_label: ['*duplicate', '*caused-by-extension', 'needs-more-info', 'bug', '*question']

textid: 707   predict_label: ['bug', '*duplicate', '*caused-by-extension', 'needs-more-info', 'feature-request']

textid: 708   predict_label: ['bug', 'needs-more-info', '*duplicate', 'feature-request', '*caused-by-extension']

textid: 709   predict_label: ['*duplicate', 'bug', 'feature-request', 'testplan-item', '*caused-by-extension']

textid: 710   predict_label: ['needs-more-info', 'bug', '*duplicate', 'feature-request', '*caused-by-extension']

textid: 711   predict_label: ['bug', '*duplicate', 'needs-more-info', '*caused-by-extension', '*question']

textid: 712   predict_label: ['needs-more-info', '*duplicate', 'bug', '*caused-by-extension', 'feature-request']

textid: 713   predict_label: ['bug', '*duplicate', 'needs-more-info', 'feature-request', '*caused-by-extension']

textid: 714   predict_label: ['bug', 'needs-more-info', '*duplicate', '*caused-by-extension', '*as-designed']

textid: 715   predict_label: ['*duplicate', 'bug', 'needs-more-info', 'feature-request', '*caused-by-extension']

textid: 716   predict_label: ['feature-request', '*duplicate', '*caused-by-extension', 'bug', 'needs-more-info']

textid: 717   predict_label: ['*duplicate', 'bug', 'needs-more-info', '*caused-by-extension', '*as-designed']

textid: 718   predict_label: ['bug', 'feature-request', '*duplicate', 'needs-more-info', '*caused-by-extension']

textid: 719   predict_label: ['bug', '*duplicate', '*caused-by-extension', 'needs-more-info', 'feature-request']

textid: 720   predict_label: ['*duplicate', 'bug', 'needs-more-info', '*caused-by-extension', '*question']

textid: 721   predict_label: ['bug', 'needs-more-info', 'feature-request', '*duplicate', '*caused-by-extension']

textid: 722   predict_label: ['bug', '*duplicate', 'feature-request', 'needs-more-info', '*caused-by-extension']

textid: 723   predict_label: ['*duplicate', 'feature-request', '*out-of-scope', 'bug', '*caused-by-extension']

textid: 724   predict_label: ['*caused-by-extension', 'needs-more-info', 'bug', '*duplicate', 'feature-request']

textid: 725   predict_label: ['feature-request', 'bug', '*caused-by-extension', '*duplicate', 'needs-more-info']

textid: 726   predict_label: ['*duplicate', 'needs-more-info', 'bug', '*caused-by-extension', '*question']

textid: 727   predict_label: ['needs-more-info', '*caused-by-extension', '*duplicate', 'bug', '*question']

textid: 728   predict_label: ['needs-more-info', '*duplicate', 'bug', '*caused-by-extension', '*question']

textid: 729   predict_label: ['needs-more-info', '*duplicate', '*caused-by-extension', 'feature-request', 'bug']

textid: 730   predict_label: ['needs-more-info', 'bug', '*caused-by-extension', '*duplicate', '*question']

textid: 731   predict_label: ['needs-more-info', '*duplicate', '*caused-by-extension', 'bug', '*question']

textid: 732   predict_label: ['bug', 'needs-more-info', 'feature-request', '*extension-candidate', '*caused-by-extension']

textid: 733   predict_label: ['needs-more-info', 'bug', '*duplicate', '*question', '*caused-by-extension']

textid: 734   predict_label: ['needs-more-info', '*caused-by-extension', '*duplicate', 'feature-request', 'bug']

textid: 735   predict_label: ['*duplicate', 'needs-more-info', 'bug', '*caused-by-extension', 'integrated-terminal']

textid: 736   predict_label: ['*duplicate', '*caused-by-extension', 'needs-more-info', 'bug', '*question']

textid: 737   predict_label: ['*duplicate', 'needs-more-info', 'feature-request', 'bug', '*caused-by-extension']

textid: 738   predict_label: ['*caused-by-extension', 'needs-more-info', 'bug', '*duplicate', 'feature-request']

textid: 739   predict_label: ['*duplicate', 'bug', 'needs-more-info', 'feature-request', '*caused-by-extension']

textid: 740   predict_label: ['*duplicate', 'bug', 'needs-more-info', 'feature-request', '*caused-by-extension']

textid: 741   predict_label: ['bug', '*duplicate', '*caused-by-extension', 'needs-more-info', 'feature-request']

textid: 742   predict_label: ['bug', '*duplicate', '*caused-by-extension', 'feature-request', 'needs-more-info']

textid: 743   predict_label: ['*duplicate', 'needs-more-info', 'bug', '*caused-by-extension', '*question']

textid: 744   predict_label: ['*duplicate', 'feature-request', 'bug', 'needs-more-info', '*caused-by-extension']

textid: 745   predict_label: ['needs-more-info', 'bug', '*duplicate', '*caused-by-extension', 'debug']

textid: 746   predict_label: ['bug', '*duplicate', '*caused-by-extension', 'needs-more-info', 'feature-request']

textid: 747   predict_label: ['*duplicate', 'bug', 'needs-more-info', '*caused-by-extension', '*question']

textid: 748   predict_label: ['needs-more-info', '*duplicate', 'bug', '*caused-by-extension', 'feature-request']

textid: 749   predict_label: ['*duplicate', 'bug', 'needs-more-info', '*caused-by-extension', 'feature-request']

textid: 750   predict_label: ['needs-more-info', '*duplicate', 'bug', 'feature-request', '*as-designed']

textid: 751   predict_label: ['bug', 'needs-more-info', '*duplicate', '*caused-by-extension', 'feature-request']

textid: 752   predict_label: ['bug', '*duplicate', 'needs-more-info', '*caused-by-extension', '*question']

textid: 753   predict_label: ['bug', 'needs-more-info', '*duplicate', '*caused-by-extension', '*question']

textid: 754   predict_label: ['needs-more-info', 'bug', '*caused-by-extension', '*duplicate', '*question']

textid: 755   predict_label: ['*duplicate', 'needs-more-info', '*caused-by-extension', 'bug', 'debug']

textid: 756   predict_label: ['needs-more-info', 'bug', '*duplicate', '*caused-by-extension', '*question']

textid: 757   predict_label: ['*duplicate', 'needs-more-info', 'feature-request', '*question', '*caused-by-extension']

textid: 758   predict_label: ['*duplicate', 'bug', 'needs-more-info', 'feature-request', '*caused-by-extension']

textid: 759   predict_label: ['bug', '*duplicate', 'needs-more-info', '*caused-by-extension', 'feature-request']

textid: 760   predict_label: ['bug', 'needs-more-info', '*duplicate', '*caused-by-extension', '*question']

textid: 761   predict_label: ['feature-request', 'needs-more-info', 'bug', '*duplicate', '*caused-by-extension']

textid: 762   predict_label: ['bug', '*duplicate', '*caused-by-extension', 'needs-more-info', 'feature-request']

textid: 763   predict_label: ['bug', '*duplicate', 'needs-more-info', 'feature-request', '*question']

textid: 764   predict_label: ['*duplicate', 'needs-more-info', 'feature-request', 'bug', '*caused-by-extension']

textid: 765   predict_label: ['feature-request', 'needs-more-info', '*duplicate', 'bug', 'debug']

textid: 766   predict_label: ['*duplicate', 'feature-request', 'bug', 'needs-more-info', 'api']

textid: 767   predict_label: ['*duplicate', 'bug', 'needs-more-info', 'feature-request', '*caused-by-extension']

textid: 768   predict_label: ['*duplicate', 'bug', 'feature-request', 'needs-more-info', '*caused-by-extension']

textid: 769   predict_label: ['bug', '*caused-by-extension', '*duplicate', 'needs-more-info', 'feature-request']

textid: 770   predict_label: ['*duplicate', 'needs-more-info', 'bug', 'feature-request', '*caused-by-extension']

textid: 771   predict_label: ['*duplicate', 'feature-request', 'bug', 'needs-more-info', '*caused-by-extension']

textid: 772   predict_label: ['feature-request', '*duplicate', 'needs-more-info', 'bug', '*caused-by-extension']

textid: 773   predict_label: ['feature-request', '*duplicate', 'bug', 'needs-more-info', '*caused-by-extension']

textid: 774   predict_label: ['bug', 'needs-more-info', 'feature-request', '*duplicate', 'api']

textid: 775   predict_label: ['bug', '*duplicate', 'needs-more-info', 'feature-request', '*caused-by-extension']

textid: 776   predict_label: ['bug', '*duplicate', '*caused-by-extension', 'debug', 'feature-request']

textid: 777   predict_label: ['feature-request', '*duplicate', 'needs-more-info', 'bug', 'api']

textid: 778   predict_label: ['*duplicate', 'bug', '*caused-by-extension', 'feature-request', 'needs-more-info']

textid: 779   predict_label: ['bug', '*duplicate', 'feature-request', 'needs-more-info', 'debug']

textid: 780   predict_label: ['bug', '*duplicate', 'needs-more-info', 'feature-request', '*caused-by-extension']

textid: 781   predict_label: ['bug', '*duplicate', '*caused-by-extension', 'feature-request', 'needs-more-info']

textid: 782   predict_label: ['bug', '*caused-by-extension', 'needs-more-info', '*duplicate', 'feature-request']

textid: 783   predict_label: ['bug', 'feature-request', 'debug', '*duplicate', 'needs-more-info']

textid: 784   predict_label: ['bug', '*duplicate', 'needs-more-info', '*caused-by-extension', 'feature-request']

textid: 785   predict_label: ['*duplicate', 'bug', 'needs-more-info', '*caused-by-extension', 'feature-request']

textid: 786   predict_label: ['bug', '*duplicate', 'feature-request', 'needs-more-info', 'debug']

textid: 787   predict_label: ['*duplicate', 'bug', 'feature-request', '*caused-by-extension', 'needs-more-info']

textid: 788   predict_label: ['*duplicate', 'needs-more-info', '*caused-by-extension', 'feature-request', 'bug']

textid: 789   predict_label: ['bug', '*duplicate', 'needs-more-info', '*as-designed', 'feature-request']

textid: 790   predict_label: ['*duplicate', 'bug', 'feature-request', 'needs-more-info', '*caused-by-extension']

textid: 791   predict_label: ['needs-more-info', 'bug', '*duplicate', 'feature-request', '*as-designed']

textid: 792   predict_label: ['bug', '*duplicate', 'needs-more-info', 'feature-request', '*caused-by-extension']

textid: 793   predict_label: ['bug', 'needs-more-info', '*caused-by-extension', '*question', 'debug']

textid: 794   predict_label: ['*duplicate', 'needs-more-info', 'bug', '*as-designed', '*caused-by-extension']

textid: 795   predict_label: ['bug', 'needs-more-info', '*duplicate', 'feature-request', '*caused-by-extension']

textid: 796   predict_label: ['needs-more-info', '*duplicate', 'feature-request', '*caused-by-extension', 'bug']

textid: 797   predict_label: ['*duplicate', '*caused-by-extension', 'bug', 'needs-more-info', 'feature-request']

textid: 798   predict_label: ['*duplicate', 'bug', 'needs-more-info', 'feature-request', '*caused-by-extension']

textid: 799   predict_label: ['bug', '*duplicate', 'feature-request', 'needs-more-info', 'debug']

textid: 800   predict_label: ['needs-more-info', '*caused-by-extension', '*duplicate', 'bug', 'feature-request']

textid: 801   predict_label: ['*duplicate', 'needs-more-info', 'feature-request', 'bug', '*caused-by-extension']

textid: 802   predict_label: ['bug', '*duplicate', '*caused-by-extension', 'needs-more-info', 'feature-request']

textid: 803   predict_label: ['bug', 'needs-more-info', '*duplicate', '*caused-by-extension', 'feature-request']

textid: 804   predict_label: ['bug', '*duplicate', 'needs-more-info', 'feature-request', '*caused-by-extension']

textid: 805   predict_label: ['feature-request', 'bug', '*duplicate', 'needs-more-info', 'debt']

textid: 806   predict_label: ['bug', 'needs-more-info', '*duplicate', 'feature-request', '*caused-by-extension']

textid: 807   predict_label: ['bug', '*duplicate', 'feature-request', 'needs-more-info', '*caused-by-extension']

textid: 808   predict_label: ['bug', '*duplicate', 'needs-more-info', '*caused-by-extension', 'feature-request']

textid: 809   predict_label: ['needs-more-info', 'bug', '*duplicate', '*caused-by-extension', 'feature-request']

textid: 810   predict_label: ['bug', '*duplicate', 'needs-more-info', '*caused-by-extension', 'feature-request']

textid: 811   predict_label: ['bug', '*duplicate', 'needs-more-info', '*caused-by-extension', 'feature-request']

textid: 812   predict_label: ['bug', '*duplicate', 'needs-more-info', '*caused-by-extension', 'feature-request']

textid: 813   predict_label: ['bug', '*duplicate', 'needs-more-info', '*caused-by-extension', 'feature-request']

textid: 814   predict_label: ['bug', '*duplicate', 'needs-more-info', '*caused-by-extension', 'feature-request']

textid: 815   predict_label: ['bug', '*duplicate', 'needs-more-info', '*caused-by-extension', 'feature-request']

textid: 816   predict_label: ['bug', '*duplicate', 'needs-more-info', '*caused-by-extension', 'feature-request']

textid: 817   predict_label: ['bug', '*duplicate', 'needs-more-info', '*caused-by-extension', 'feature-request']

textid: 818   predict_label: ['bug', '*duplicate', '*caused-by-extension', 'needs-more-info', 'feature-request']

textid: 819   predict_label: ['*duplicate', 'needs-more-info', 'bug', '*question', 'feature-request']

textid: 820   predict_label: ['bug', '*duplicate', 'needs-more-info', '*caused-by-extension', 'feature-request']

textid: 821   predict_label: ['needs-more-info', '*duplicate', '*caused-by-extension', 'bug', '*question']

textid: 822   predict_label: ['needs-more-info', 'bug', '*duplicate', '*caused-by-extension', '*question']

textid: 823   predict_label: ['*duplicate', 'needs-more-info', 'bug', '*caused-by-extension', 'feature-request']

textid: 824   predict_label: ['*duplicate', 'needs-more-info', 'bug', '*caused-by-extension', 'feature-request']

textid: 825   predict_label: ['needs-more-info', '*caused-by-extension', '*duplicate', 'bug', '*question']

textid: 826   predict_label: ['bug', '*duplicate', '*caused-by-extension', 'needs-more-info', 'debug']

textid: 827   predict_label: ['bug', '*caused-by-extension', 'needs-more-info', 'feature-request', '*duplicate']

textid: 828   predict_label: ['*duplicate', 'needs-more-info', 'feature-request', 'bug', '*caused-by-extension']

textid: 829   predict_label: ['*caused-by-extension', 'needs-more-info', 'bug', '*duplicate', '*question']

textid: 830   predict_label: ['*duplicate', 'bug', 'needs-more-info', '*caused-by-extension', 'feature-request']

textid: 831   predict_label: ['needs-more-info', '*duplicate', '*caused-by-extension', 'bug', '*as-designed']

